x,y,z,time
31.893003463745117,-33.211883544921875,0.8071670532226562,1487967189102
32.19300079345703,-34.11188507080078,0.8071670532226562,1487967189188
32.49300003051758,-33.51188659667969,0.507171630859375,1487967189264
32.49300003051758,-33.51188659667969,0.507171630859375,1487967189344
32.49300003051758,-33.51188659667969,-0.242828369140625,1487967189426
32.49300003051758,-32.76188659667969,-0.242828369140625,1487967189507
32.49300003051758,-32.76188659667969,-0.39282989501953125,1487967189588
32.49300003051758,-32.76188659667969,-0.39282989501953125,1487967189668
32.49300003051758,-32.76188659667969,-0.39282989501953125,1487967189748
32.49300003051758,-32.76188659667969,-0.39282989501953125,1487967189828
32.34299850463867,-32.76188659667969,-0.39282989501953125,1487967189909
32.643001556396484,-32.76188659667969,-0.39282989501953125,1487967189989
32.643001556396484,-32.76188659667969,-0.242828369140625,1487967190069
32.643001556396484,-32.76188659667969,-0.242828369140625,1487967190150
32.643001556396484,-32.76188659667969,-0.242828369140625,1487967190230
32.792999267578125,-32.76188659667969,-0.242828369140625,1487967190310
32.94300079345703,-32.76188659667969,0.2071685791015625,1487967190392
32.94300079345703,-32.461883544921875,0.2071685791015625,1487967190472
32.643001556396484,-32.311885833740234,0.35717010498046875,1487967190558
32.643001556396484,-32.01188659667969,0.507171630859375,1487967190642
32.49300003051758,-31.11188507080078,0.507171630859375,1487967190712
32.49300003051758,-30.661884307861328,0.35717010498046875,1487967190793
32.34299850463867,-30.211883544921875,0.2071685791015625,1487967190872
31.893003463745117,-28.411884307861328,0.2071685791015625,1487967190953
31.443002700805664,-28.261884689331055,0.35717010498046875,1487967191039
32.042999267578125,-27.36188507080078,0.35717010498046875,1487967191119
32.34299850463867,-27.961883544921875,0.507171630859375,1487967191203
32.49300003051758,-27.961883544921875,0.8071670532226562,1487967191273
32.792999267578125,-27.961883544921875,0.9571685791015625,1487967191363
32.792999267578125,-27.961883544921875,0.8071670532226562,1487967191433
32.643001556396484,-27.961883544921875,1.1071701049804688,1487967191514
32.49300003051758,-27.961883544921875,0.9571685791015625,1487967191594
32.49300003051758,-27.961883544921875,0.9571685791015625,1487967191674
32.19300079345703,-27.8118839263916,0.8071670532226562,1487967191754
31.893003463745117,-27.8118839263916,0.8071670532226562,1487967191834
31.293001174926758,-27.661884307861328,0.8071670532226562,1487967191915
31.443002700805664,-27.661884307861328,0.8071670532226562,1487967191995
30.99300193786621,-27.661884307861328,0.8071670532226562,1487967192075
31.293001174926758,-27.661884307861328,0.507171630859375,1487967192157
31.443002700805664,-27.661884307861328,0.507171630859375,1487967192236
31.443002700805664,-27.661884307861328,0.35717010498046875,1487967192316
31.443002700805664,-27.8118839263916,0.35717010498046875,1487967192396
31.593000411987305,-27.8118839263916,-0.09282684326171875,1487967192476
31.593000411987305,-28.11188507080078,-0.09282684326171875,1487967192557
31.143003463745117,-27.661884307861328,-0.09282684326171875,1487967192637
30.693002700805664,-27.36188507080078,-0.09282684326171875,1487967192717
30.24300193786621,-27.0618839263916,-0.09282684326171875,1487967192797
30.24300193786621,-26.911884307861328,-0.09282684326171875,1487967192877
30.24300193786621,-26.61188507080078,-0.09282684326171875,1487967192959
30.24300193786621,-26.61188507080078,0.2071685791015625,1487967193038
30.24300193786621,-25.711883544921875,0.507171630859375,1487967193118
30.543001174926758,-23.911884307861328,0.507171630859375,1487967193199
30.843000411987305,-24.661884307861328,0.507171630859375,1487967193279
30.99300193786621,-24.661884307861328,0.8071670532226562,1487967193359
30.99300193786621,-24.8118839263916,0.9571685791015625,1487967193439
