Lat,lng,time
34.06885753,-118.44558894,1487967952036
34.0688579,-118.44556992,1487967953053
34.06885626,-118.44555192,1487967954050
34.06885702,-118.44553616,1487967955037
34.0688569,-118.44551745,1487967956044
34.06885697,-118.44549893,1487967957036
34.06885356,-118.44548414,1487967958034
34.06885233,-118.44546171,1487967959056
34.06885201,-118.44543814,1487967960171
34.06885233,-118.44542143,1487967961056
34.06885146,-118.44539947,1487967962042
34.06885124,-118.44537847,1487967963048
34.06885245,-118.44536636,1487967964045
34.0688532,-118.44534981,1487967965047
34.06885718,-118.44533596,1487967966046
34.0688625,-118.44532186,1487967967034
34.06886304,-118.44530859,1487967968088
34.06886067,-118.44529055,1487967969045
34.06885936,-118.44527379,1487967970044
34.06885741,-118.4452584,1487967971037
34.06885637,-118.44524095,1487967972043
34.06885697,-118.4452258,1487967973060
34.06885952,-118.44521019,1487967974061
34.06886193,-118.44519691,1487967975052
34.06886361,-118.44518017,1487967976068
34.06886601,-118.44516412,1487967977068
34.0688683,-118.44514643,1487967978063
34.068863,-118.4451342,1487967979057
34.06885292,-118.4451223,1487967980051
34.06884269,-118.44511045,1487967981077
34.06883723,-118.44509339,1487967982068
34.068835,-118.44508812,1487967983067
34.06883425,-118.44508126,1487967984048
34.06883976,-118.44506579,1487967985053
34.06884386,-118.44505269,1487967986086
34.06884656,-118.44504159,1487967987051
34.06884823,-118.44504126,1487967988033
34.06884626,-118.44504292,1487967989016
34.06884502,-118.4450435,1487967990007
34.0688444,-118.44504376,1487967991029
34.06884409,-118.44504391,1487967992034
34.06884331,-118.44504335,1487967993053
34.06884261,-118.44504268,1487967994033
34.0688423,-118.4450423,1487967995033
34.06884214,-118.44504212,1487967996037
34.06884207,-118.44504204,1487967997038
34.06884204,-118.44504198,1487967998059
34.06884202,-118.44504197,1487967999041
34.06884202,-118.44504198,1487968000029
34.06884202,-118.445042,1487968001039
34.06884208,-118.44504205,1487968002039
34.06884208,-118.44504202,1487968003018
34.06884204,-118.44504193,1487968004017
34.06884199,-118.44504184,1487968005029
34.06884196,-118.44504174,1487968006047
34.06884196,-118.44504165,1487968007035
34.06884197,-118.44504161,1487968008060
34.06884195,-118.44504158,1487968009035
34.06884188,-118.44504017,1487968010053
34.0688404,-118.44503667,1487968011037
34.06883509,-118.44503025,1487968012043
34.06882863,-118.44501988,1487968013041
34.06881915,-118.44500478,1487968014049
34.06880796,-118.44498863,1487968015070
34.06879939,-118.44497233,1487968016049
34.06879192,-118.44495483,1487968017076
34.06878457,-118.44493674,1487968018051
34.06877751,-118.44492005,1487968019037
34.06877042,-118.44490395,1487968020024
34.06876293,-118.44488956,1487968021068
34.06875892,-118.44487362,1487968022080
34.06875578,-118.44485927,1487968023060
34.06875371,-118.44484701,1487968024075
34.06874945,-118.44483288,1487968025083
34.06874232,-118.44481948,1487968026070
34.06873366,-118.44480782,1487968027040
34.06872531,-118.44479678,1487968028036
34.06871784,-118.44478557,1487968029055
34.06871174,-118.44477276,1487968030069
34.06870777,-118.44475868,1487968031043
34.06870502,-118.44474769,1487968032048
34.06870093,-118.44473748,1487968033063
34.06869366,-118.44472552,1487968034052
34.06868845,-118.44471056,1487968035048
34.06868596,-118.44469325,1487968036057
34.06868624,-118.44467689,1487968037034
34.06868384,-118.44465849,1487968038026
34.06867526,-118.44464087,1487968039043
34.06866326,-118.44462535,1487968040069
34.06865631,-118.44461433,1487968041060
34.06865081,-118.44460341,1487968042055
34.06864505,-118.44459235,1487968043055
34.06864302,-118.44458483,1487968044049
34.06863964,-118.44457906,1487968045052
34.06862806,-118.44457067,1487968046043
34.06861374,-118.44456567,1487968047049
34.06860252,-118.44456992,1487968048052
34.06858499,-118.44457512,1487968049055
34.06856788,-118.4445779,1487968050039
34.06855307,-118.44457578,1487968051049
34.06854094,-118.44456843,1487968052073
34.06853131,-118.44455868,1487968053077
34.06852473,-118.44454171,1487968054063
34.06851728,-118.44452739,1487968055068
34.06850914,-118.44451664,1487968056064
34.06850585,-118.44450508,1487968057048
34.06850441,-118.44449538,1487968058040
34.06850137,-118.44448577,1487968059085
34.0684932,-118.44447731,1487968060055
34.06848273,-118.4444727,1487968061065
34.06847191,-118.44446696,1487968062067
34.06846933,-118.44445623,1487968063057
34.06846213,-118.44444526,1487968064057
34.06845113,-118.44443843,1487968065040
34.06844077,-118.44442587,1487968066056
34.0684347,-118.4444141,1487968067073
34.06842933,-118.44440589,1487968068086
34.06842367,-118.4443915,1487968069070
34.06842134,-118.44437604,1487968070061
34.06842541,-118.44436287,1487968071061
34.06843566,-118.44434608,1487968072060
34.06844449,-118.44433048,1487968073059
34.06844818,-118.44431965,1487968074055
34.06844869,-118.44430166,1487968075055
34.0684576,-118.44428679,1487968076063
34.06846824,-118.44427367,1487968077097
34.06847285,-118.44425496,1487968078070
34.06847347,-118.44423917,1487968079062
34.06847172,-118.44422364,1487968080051
34.06847175,-118.44421137,1487968081057
34.06847089,-118.44419946,1487968082052
34.06846672,-118.44418409,1487968083039
34.06846681,-118.44417095,1487968084036
34.06846773,-118.44415655,1487968085058
34.06846603,-118.44414021,1487968086052
34.06847769,-118.44411921,1487968087053
34.06848997,-118.44410114,1487968088052
34.0684983,-118.44408317,1487968089048
34.06850636,-118.44406452,1487968090042
34.06851263,-118.44404634,1487968091037
34.06850851,-118.44403562,1487968092046
34.068508,-118.44402511,1487968093051
34.06852246,-118.44401002,1487968094039
34.06853266,-118.44400836,1487968095040
34.06854291,-118.44401592,1487968096056
34.06855738,-118.44401737,1487968097048
34.06856858,-118.44400873,1487968098041
34.06856469,-118.44400094,1487968099031
34.06854837,-118.44399654,1487968100030
34.06853463,-118.44398936,1487968101042
34.06852358,-118.44398964,1487968102042
34.06851693,-118.44396293,1487968103038
34.06851806,-118.44393362,1487968104057
34.06852744,-118.44391526,1487968105042
34.06854117,-118.44390941,1487968106054
34.0685516,-118.44391224,1487968107050
34.06855255,-118.44391669,1487968108051
34.0685497,-118.44391517,1487968108988
34.06854625,-118.44391427,1487968109996
34.06854229,-118.44391377,1487968111015
34.06854073,-118.44391371,1487968112024
34.06853996,-118.44391371,1487968113017
34.06853958,-118.44391373,1487968114019
34.06853939,-118.44391375,1487968115009
34.0685393,-118.44391378,1487968116029
34.06853925,-118.44391379,1487968117025
34.06853918,-118.44391385,1487968118025
34.06853914,-118.44391386,1487968119022
34.06853912,-118.44391387,1487968120013
34.06853911,-118.44391388,1487968121012
